gene1,gene2
TRRAP,RUVBL1
TAF6,RUVBL1
DPCD,RUVBL1
TAF9,RUVBL1
H4C11,RUVBL1
HSP90AA1,RUVBL1
H3C6,RUVBL1
UCHL5,RUVBL1
ACTR8,RUVBL1
H2AC4,RUVBL1
MBTD1,RUVBL1
PRPF31,RUVBL1
HSP90AB1,RUVBL1
H3C12,RUVBL1
WRAP53,RUVBL1
VPS72,RUVBL1
KAT5,RUVBL1
KANSL1,RUVBL1
PHF20,RUVBL1
TTI1,RUVBL1
MCRS1,RUVBL1
INO80D,RUVBL1
DMAP1,RUVBL1
H4C5,RUVBL1
RUVBL2,RUVBL1
H2BC11,RUVBL1
H3C7,RUVBL1
TAF1,RUVBL1
MAX,RUVBL1
H4C1,RUVBL1
CENPA,RUVBL1
H2AC18,RUVBL1
URI1,RUVBL1
H3C8,RUVBL1
ING3,RUVBL1
EP400,RUVBL1
BACC1,RUVBL1
H4C12,RUVBL1
H4C13,RUVBL1
H3C11,RUVBL1
SNU13,RUVBL1
NOP10,RUVBL1
H3C4,RUVBL1
H4C3,RUVBL1
MEAF6,RUVBL1
H4C15,RUVBL1
KMT2A,RUVBL1
CTNNB1,RUVBL1
H3C1,RUVBL1
TTI2,RUVBL1
HJURP,RUVBL1
H4C4,RUVBL1
CHD8,RUVBL1
E2F6,RUVBL1
KAT8,RUVBL1
H3C10,RUVBL1
H3C2,RUVBL1
H4C14,RUVBL1
ELOVL4,TENT5A
PUDP,MPI
FBP1,MPI
PFKFB3,MPI
PFKP,MPI
GNPDA1,MPI
GFPT1,MPI
FBP2,MPI
HKDC1,MPI
PFKFB1,MPI
PGM2,MPI
GPI,MPI
PGM3,MPI
PFKFB2,MPI
PFKM,MPI
HK1,MPI
TALDO1,MPI
IL4I1,BCKDHB
CAPZA2,BCKDHB
PPM1K,BCKDHB
BCAT1,BCKDHB
BCAT2,BCKDHB
BCKDK,BCKDHB
DLST,BCKDHB
TALDO1,BCKDHB
GPI,BCKDHB
DBT,BCKDHB
PCCA,BCKDHB
PCCB,BCKDHB
LDHC,BCKDHB
CS,BCKDHB
MORF4L1,MRFAP1
AQP6,AQP10
MIP,AQP10
AQP11,AQP10
DNAH8,ODAD1
DNAI1,ODAD1
DNAH1,ODAD1
DNAI2,ODAD1
DNAAF19,ODAD1
ODAD3,ODAD1
CCDC40,ODAD1
TIMMDC1,YME1L1
STOML2,YME1L1
PARL,YME1L1
OMA1,YME1L1
NDUFA13,YME1L1
CAPN1,CDK5R1
MAPT,CDK5R1
CDK5RAP2,CDK5R1
CDK5,CDK5R1
RTN4,BACE1
GGA3,BACE1
MMEL1,BACE1
PSENEN,BACE1
PSEN2,BACE1
CDK5,BACE1
BACE2,BACE1
GGA1,BACE1
RTN3,BACE1
PSEN1,BACE1
FURIN,BACE1
ADSL,PRTFDC1
BDP1,MAF1
POLR3D,MAF1
POLR3C,MAF1
POLR3F,MAF1
POLR3A,MAF1
VPS28,VPS37A
MVB12A,VPS37A
CHMP2A,VPS37A
UBAP1,VPS37A
CHMP7,VPS37A
CHMP1B,VPS37A
SNF8,VPS37A
MVB12B,VPS37A
HGS,VPS37A
STAM,VPS37A
VPS36,VPS37A
VPS37D,VPS37A
EID3,SUMO4
NSMCE3,SUMO4
SUMO1,SUMO4
NSMCE1,SUMO4
SMC6,SUMO4
SENP1,SUMO4
PRKCZ,SUMO4
SUMO2,SUMO4
SMC5,SUMO4
NSMCE4A,SUMO4
UBE2I,SUMO4
SSBP2,INTS3
INTS6L,INTS3
INTS15,INTS3
INTS7,INTS3
INTS11,INTS3
POLR2B,INTS3
POLR2E,INTS3
NABP2,INTS3
PPP2R1A,INTS3
POLR2H,INTS3
INTS9,INTS3
NABP1,INTS3
SSBP1,INTS3
INTS12,INTS3
ZNF592,INTS3
INTS5,INTS3
INTS1,INTS3
INTS14,INTS3
ZMYND8,INTS3
INTS2,INTS3
INTS8,INTS3
ZNF687,INTS3
INIP,INTS3
NAIF1,INTS3
INTS4,INTS3
INTS10,INTS3
RCL1,RPS15A
RRP7A,RPS15A
RPL12,RPS15A
RPS14,RPS15A
RPLP2,RPS15A
SNU13,RPS15A
EIF3H,RPS15A
EIF1,RPS15A
RPL17-C18orf32,RPS15A
RPL39,RPS15A
RPL13A,RPS15A
EIF3M,RPS15A
RPS9,RPS15A
EIF3F,RPS15A
RPLP0,RPS15A
DNTTIP2,RPS15A
RPL32,RPS15A
TBL3,RPS15A
GSPT1,RPS15A
RPL36A,RPS15A
BMS1,RPS15A
PDCD11,RPS15A
HBS1L,RPS15A
FAU,RPS15A
RPL22,RPS15A
RPL27,RPS15A
UTP11,RPS15A
RPS13,RPS15A
EIF5A,RPS15A
RPS3A,RPS15A
EXOSC10,RPS15A
SRP54,RPS15A
EIF3C,RPS15A
NOL10,RPS15A
HBA1,RPS15A
RPL35A,RPS15A
LTV1,RPS15A
RPL28,RPS15A
EIF2S2,RPS15A
RPS27,RPS15A
RPL31,RPS15A
WDR43,RPS15A
RPL3,RPS15A
EIF4G1,RPS15A
SRP19,RPS15A
AATF,RPS15A
RPS26,RPS15A
EMG1,RPS15A
FCF1,RPS15A
EIF1AX,RPS15A
RPL36AL,RPS15A
RPS29,RPS15A
RPL39L,RPS15A
EIF3I,RPS15A
RPL21,RPS15A
RPL14,RPS15A
RPS17,RPS15A
RPL30,RPS15A
RPS5,RPS15A
NOP56,RPS15A
RPS28,RPS15A
RPL26L1,RPS15A
RPS7,RPS15A
RPS4X,RPS15A
RPLP1,RPS15A
RPS20,RPS15A
ETF1,RPS15A
RPL23A,RPS15A
RPL17,RPS15A
UTP4,RPS15A
RPS25,RPS15A
HEATR1,RPS15A
EEF1A1,RPS15A
RPL10A,RPS15A
RPS6,RPS15A
UBA52,RPS15A
RPL26,RPS15A
EIF3B,RPS15A
RPL22L1,RPS15A
RPS2,RPS15A
RPS15,RPS15A
RPS8,RPS15A
RPL24,RPS15A
RPS10-NUDT3,RPS15A
RPL37A,RPS15A
RPL18,RPS15A
RPL9,RPS15A
RPS21,RPS15A
IMP3,RPS15A
RPL7,RPS15A
RPS27L,RPS15A
TUFM,RPS15A
RPS24,RPS15A
RPL11,RPS15A
RPL36,RPS15A
RPL6,RPS15A
UTP14A,RPS15A
RPL7A,RPS15A
RPS10,RPS15A
RPL27A,RPS15A
RPS4Y2,RPS15A
EIF3A,RPS15A
NOC4L,RPS15A
CCDC124,RPS15A
RPSA,RPS15A
RACK1,RPS15A
RPS19,RPS15A
RPL23,RPS15A
NGDN,RPS15A
WDR46,RPS15A
SERBP1,RPS15A
EIF3L,RPS15A
RPL5,RPS15A
RPS16,RPS15A
RPL34,RPS15A
RPS18,RPS15A
GREM1,GREM2
GDF5,GREM2
BMP2,GREM2
BMP7,GREM2
BMP5,GREM2
TFIP11,GCFC2
DHX15,GCFC2
PPIL1,GCFC2
TUBA3D,TUBB6
ARHGEF2,TUBB6
TUBA1C,TUBB6
TUBA1B,TUBB6
TUBA8,TUBB6
TUBA1A,TUBB6
TUBAL3,TUBB6
MAPT,TUBB6
MIP,AQP11
AQP6,AQP11
PRDM8,BHLHE22
RAB27A,SYTL2
GOLGA4,GCC1
GOLGA1,GCC1
TGOLN2,GCC1
NOC4L,GCC1
HEATR1,GCC1
ITSN1,GCC1
GRIP1,GCC1
NOP14,GCC1
AATF,GCC1
LTV1,GCC1
BMS1,GCC1
FASLG,BID
MAPK8,BID
CTSO,BID
CTSL,BID
FAS,BID
BBC3,BID
BCL2L11,BID
MAPK9,BID
BAK1,BID
CTSB,BID
CASP8,BID
PMAIP1,BID
MCL1,BID
CAPN1,BID
CTSS,BID
BCL2L1,BID
BCL2,BID
CASP1,BID
PIDD1,BID
U2SURP,SF3B2
CRNKL1,SF3B2
LSM4,SF3B2
NCBP2,SF3B2
PRPF8,SF3B2
ZMAT5,SF3B2
CWC22,SF3B2
SNRNP35,SF3B2
LSM5,SF3B2
SNRPG,SF3B2
SF3B5,SF3B2
RNF113A,SF3B2
RBM8A,SF3B2
RNPC3,SF3B2
NCBP1,SF3B2
DHX16,SF3B2
SNRPD2,SF3B2
PLRG1,SF3B2
HTATSF1,SF3B2
RBMX2,SF3B2
SRSF3,SF3B2
CWC27,SF3B2
ZNF830,SF3B2
SCNM1,SF3B2
LSM2,SF3B2
SF3A3,SF3B2
SF3B1,SF3B2
DDX42,SF3B2
SNU13,SF3B2
EFTUD2,SF3B2
MAGOHB,SF3B2
CDC40,SF3B2
DDX46,SF3B2
SNW1,SF3B2
SNRNP48,SF3B2
DHX15,SF3B2
SNRNP70,SF3B2
BUD31,SF3B2
LSM10,SF3B2
YBX1,SF3B2
WBP4,SF3B2
PRPF31,SF3B2
PRPF4,SF3B2
SNRPN,SF3B2
PRPF40B,SF3B2
PPIE,SF3B2
PRP4K,SF3B2
IK,SF3B2
RBM17,SF3B2
PPIL1,SF3B2
CDC5L,SF3B2
CWC15,SF3B2
SRRM1,SF3B2
RBM7,SF3B2
SMU1,SF3B2
ISY1-RAB43,SF3B2
SNRPE,SF3B2
SNRPB,SF3B2
XAB2,SF3B2
AKR1C4,CYP8B1
NR1H4,CYP8B1
NR5A2,CYP8B1
DHFR2,SHMT1
MTRR,SHMT1
CBS,SHMT1
IBA57,SHMT1
PSPH,SHMT1
MTHFD1,SHMT1
GNMT,SHMT1
PAICS,SHMT1
MTHFD2L,SHMT1
GART,SHMT1
FPGS,SHMT1
SARDH,SHMT1
GAPDH,SHMT1
ALAS1,SHMT1
PSAT1,SHMT1
SRR,SHMT1
GATM,SHMT1
MTHFD1L,SHMT1
DHFR,SHMT1
ADSL,SHMT1
ALAS2,SHMT1
SDSL,SHMT1
PHGDH,SHMT1
MTHFR,SHMT1
MTHFD2,SHMT1
GLDC,SHMT1
MTR,SHMT1
GCSH,SHMT1
FTCD,SHMT1
SHMT2,SHMT1
SPIRE1,FMN2
SPIRE2,FMN2
MAP3K3,TRAF7
UBA52,TRAF7
SNU13,PINX1
EIF4A3,PINX1
FBLL1,PINX1
WDR46,PINX1
DHX15,PINX1
SURF6,PINX1
LYAR,PINX1
GPATCH2,PINX1
OAS2,EPSTI1
IFIT3,EPSTI1
PARP9,EPSTI1
SAMD9L,EPSTI1
XAF1,EPSTI1
MX1,EPSTI1
IFI44,EPSTI1
IFIH1,EPSTI1
PARP14,EPSTI1
IFI44L,EPSTI1
RSAD2,EPSTI1
NSUN7,NSUN3
HNRNPK,NSUN3
TRDMT1,NSUN3
NIN,CETN1
PCNT,CETN1
POC5,CETN1
SFI1,CETN1
CALML5,CAMK2G
CAMK2B,CAMK2G
GRIN2B,CAMK2G
GRIN2A,CAMK2G
CAMK2A,CAMK2G
CALML4,CAMK2G
CAMK2D,CAMK2G
NCF2,RAP2B
RALGDS,RAP2B
H3C14,SUPT6H
H4C1,SUPT6H
H2AC17,SUPT6H
H4C13,SUPT6H
H3C15,SUPT6H
CTDP1,SUPT6H
H4C12,SUPT6H
H3-5,SUPT6H
H4C15,SUPT6H
H4C3,SUPT6H
H2AC16,SUPT6H
H4C4,SUPT6H
TNKS1BP1,SUPT6H
H4C14,SUPT6H
H2BC21,SUPT6H
H2AC11,SUPT6H
CTR9,SUPT6H
RTF1,SUPT6H
H2AC13,SUPT6H
H4C16,SUPT6H
H4C9,SUPT6H
ELOF1,SUPT6H
POLR2L,SUPT6H
POLR2B,SUPT6H
ERCC6,SUPT6H
H4C2,SUPT6H
POLR2E,SUPT6H
TCEA2,SUPT6H
POLR2K,SUPT6H
H4C11,SUPT6H
H3-4,SUPT6H
SKIC8,SUPT6H
SETD2,SUPT6H
POLR2F,SUPT6H
H3-7,SUPT6H
H2AC4,SUPT6H
POLR2H,SUPT6H
H3C13,SUPT6H
H3C12,SUPT6H
H2BC11,SUPT6H
CDK12,SUPT6H
H2AC15,SUPT6H
JAG2,SUPT6H
H4C5,SUPT6H
H2AC6,SUPT6H
CDC73,SUPT6H
SUPT5H,SUPT6H
TCEA1,SUPT6H
SLC11A2,CYBRD1
HFE,CYBRD1
HAMP,CYBRD1
TFRC,CYBRD1
CLNS1A,PRMT5
ERH,PRMT5
PRDM1,PRMT5
H4C12,PRMT5
H4C13,PRMT5
SMN1,PRMT5
H4C1,PRMT5
SNRPD2,PRMT5
PRMT3,PRMT5
SMARCA2,PRMT5
H2AC18,PRMT5
TET1,PRMT5
SNRPG,PRMT5
H4C14,PRMT5
H4C3,PRMT5
H4C15,PRMT5
PRMT7,PRMT5
LSM4,PRMT5
H4C4,PRMT5
SNRPE,PRMT5
PRMT6,PRMT5
SNRPB,PRMT5
H4C9,PRMT5
H2AC20,PRMT5
H4C2,PRMT5
RIOK1,PRMT5
WDR5,PRMT5
JAK2,PRMT5
SMARCA4,PRMT5
H4C16,PRMT5
H3C12,PRMT5
EZH2,PRMT5
PRMT1,PRMT5
H4C5,PRMT5
TET3,PRMT5
H4C11,PRMT5
MTHFD1,DHFR2
AKR1B10,DHFR2
FPGS,DHFR2
GART,DHFR2
PAH,DHFR2
TPH2,DHFR2
MTR,DHFR2
GLDC,DHFR2
FTCD,DHFR2
SHMT2,DHFR2
TH,DHFR2
MTHFD1L,DHFR2
DHFR,DHFR2
IGF2,PHLDA2
CDKN1C,PHLDA2
SLC67A1,PHLDA2
ASCL2,PHLDA2
TSSC4,PHLDA2
SNU13,MAGOHB
EFTUD2,MAGOHB
LSM2,MAGOHB
SF3A3,MAGOHB
SF3B1,MAGOHB
CDC40,MAGOHB
SAP18,MAGOHB
CWC25,MAGOHB
NCBP1,MAGOHB
DHX16,MAGOHB
SNRPD2,MAGOHB
CWC27,MAGOHB
ALYREF,MAGOHB
RBMX2,MAGOHB
RNF113A,MAGOHB
RBM8A,MAGOHB
SNRPG,MAGOHB
SF3B5,MAGOHB
MAGOH,MAGOHB
LSM4,MAGOHB
UPF3A,MAGOHB
EIF4A3,MAGOHB
CWC22,MAGOHB
LSM5,MAGOHB
PRPF8,MAGOHB
DDX39B,MAGOHB
SMU1,MAGOHB
ISY1-RAB43,MAGOHB
SRRM1,MAGOHB
POLDIP3,MAGOHB
UPF2,MAGOHB
SNRPE,MAGOHB
SNRPB,MAGOHB
IK,MAGOHB
PYM1,MAGOHB
WBP4,MAGOHB
BUD31,MAGOHB
UPF1,MAGOHB
PRPF31,MAGOHB
PRPF4,MAGOHB
RNPS1,MAGOHB
SNW1,MAGOHB
EIF4A2,MAGOHB
HSP90AA1,CHORDC1
HSP90AB1,CHORDC1
GAP43,BASP1
MARCKS,BASP1
PRPF8,LSM10
SLBP,LSM10
CRNKL1,LSM10
SNRPG,LSM10
BUD31,LSM10
SNRPD2,LSM10
NCBP1,LSM10
SNRPB,LSM10
CLNS1A,LSM10
SNRPE,LSM10
EFTUD2,LSM10
ZNF473,LSM10
CDC5L,LSM10
SF3A3,LSM10
PRKACG,KCNMB3
PRKG1,KCNMB3
KCNN3,KCNMB3
KCNN1,KCNMB3
KCNU1,KCNMB3
KCNMB2,KCNMB3
KCNN4,KCNMB3
PRKACB,KCNMB3
CDCA2,SKA3
TTK,SKA3
KIF2C,SKA3
CENPF,SKA3
HMMR,SKA3
SKA2,SKA3
CPN1,CPN2
TNFSF13B,ICOS
CD8A,ICOS
ITK,ICOS
CD2,ICOS
CD86,ICOS
CD70,ICOS
CD276,ICOS
CD274,ICOS
CTLA4,ICOS
ICOSLG,ICOS
TNF,ICOS
PIK3CD,ICOS
CD40LG,ICOS
PDCD1LG2,ICOS
PDCD1,ICOS
TIGIT,ICOS
RC3H1,ICOS
PIK3CB,ICOS
TNFRSF4,ICOS
CD28,ICOS
PIK3R1,ICOS
CD40,ICOS
FOXP3,ICOS
CUL1,DCUN1D3
UBE2F,DCUN1D3
CAND1,DCUN1D3
TPM3,TSPAN16
UGT1A5,UGDH
UGT2B17,UGDH
UGT1A8,UGDH
UGT1A9,UGDH
UGT1A3,UGDH
GALT,UGDH
UGP2,UGDH
UGT1A7,UGDH
UGT2A2,UGDH
UGT2B11,UGDH
UGT2B28,UGDH
GALE,UGDH
UGT1A10,UGDH
UGT2B15,UGDH
UGT1A4,UGDH
NDUFAB1,GCSH
LIAS,GCSH
SHMT2,GCSH
GLDC,GCSH
OCA2,GCSH
ALDH4A1,GCSH
SARDH,GCSH
LIPT1,GCSH
DPP6,KCND3
KCNIP2,KCND3
KCNIP4,KCND3
DPP10,KCND3
SCN1B,KCND3
FAU,KCND3
KCND2,KCND3
KCNIP1,KCND3
SNAPC3,SNAPC5
GTF2B,SNAPC5
GTF2A2,SNAPC5
GTF2A1,SNAPC5
CXCL12,CXCR2
GNAI1,CXCR2
ARRB2,CXCR2
GRK6,CXCR2
CXCL1,CXCR2
CCL8,CXCR2
CCL20,CXCR2
CCL4L2,CXCR2
CXCR4,CXCR2
CD44,CXCR2
TNF,CXCR2
CXCR3,CXCR2
CCL7,CXCR2
ARRB1,CXCR2
CCL4,CXCR2
CCL3,CXCR2
CCL16,CXCR2
CXCL2,CXCR2
CXCL9,CXCR2
B4GALT4,B3GNT4
FUT2,B3GNT4
FUT4,B3GNT4
ST3GAL6,B3GNT4
FUT5,B3GNT4
B4GALT1,B3GNT4
B4GALT3,B3GNT4
B3GNT3,B3GNT4
CLIP1,NUDC
NDE1,NUDC
PAFAH1B1,NUDC
CLASP2,NUDC
INCENP,NUDC
NDEL1,NUDC
DYNC1H1,NUDC
PTGES3,NUDC
SLC26A4,DUOXA2
DUOX2,DUOXA2
AGTR1,AGTRAP
AGT,AGTRAP
SPINT1,PRSS8
NPTXR,RCN2
CRYZ,NQO1
VKORC1L1,NQO1
VKORC1,NQO1
GCLC,NQO1
HIF1A,NQO1
GCLM,NQO1
NFE2L2,NQO1
KEAP1,NQO1
CS,PCK1
ENO4,PCK1
PKM,PCK1
ENO1,PCK1
MDH2,PCK1
ENO2,PCK1
PC,PCK1
GLUD2,PCK1
ACLY,PCK1
ENO3,PCK1
PKLR,PCK1
DNAJC19,OPA3
AUH,OPA3
ZMYND8,ZNF687
INTS5,ZNF687
INTS1,ZNF687
ZNF592,ZNF687
IFT52,CHDH
ALDH7A1,CHDH
MBOAT1,CHDH
RGN,CHDH
CEPT1,CHDH
LPAR1,ADGRE2
CD55,ADGRE2
DNAJC11,TMEM11
AMOT,MPDZ
OCLN,MPDZ
AMOTL1,MPDZ
PATJ,MPDZ
AMOTL2,MPDZ
TJP3,MPDZ
TJP1,MPDZ
CACNA2D1,CACNB2
CACNA1F,CACNB2
CACNA1S,CACNB2
CACNB4,CACNB2
SCN5A,CACNB2
CACNA1A,CACNB2
CACNA2D4,CACNB2
CACNB1,CACNB2
CACNA1B,CACNB2
CACNA2D3,CACNB2
CACNA1H,CACNB2
CACNA2D2,CACNB2
GPCPD1,LYPLA1
MBOAT1,LYPLA1
PNPLA6,LYPLA1
PLB1,LYPLA1
PNPLA7,LYPLA1
COPB2,DIPK2A
COPZ2,DIPK2A
TMED7,DIPK2A
COPA,DIPK2A
SLC9A9,DIPK2A
COPG2,DIPK2A
COPZ1,DIPK2A
CD8A,CD276
TNFRSF4,CD276
CD28,CD276
CD86,CD276
CTLA4,CD276
CD40LG,CD276
TREML2,CD276
HTT,SH3GL3
SYNJ2,SH3GL3
DNM2,SH3GL3
SH3GL2,SH3GL3
ARC,SH3GL3
ATXN2,SH3GL3
SYNJ1,SH3GL3
WAS,TRIP10
FCHO1,TRIP10
FCHO2,TRIP10
ITSN2,TRIP10
FES,TRIP10
AMPH,TRIP10
DYNLRB1,DYNC1I1
DYNLT1,DYNC1I1
DYNC1I2,DYNC1I1
DCTN2,DYNC1I1
DCTN1,DYNC1I1
TUBB2A,DYNC1I1
DYNC2H1,DYNC1I1
DYNLL1,DYNC1I1
DYNC2I2,DYNC1I1
PAFAH1B1,DYNC1I1
DYNLT2B,DYNC1I1
BICD2,DYNC1I1
DYNLRB2,DYNC1I1
NUDCD3,DYNC1I1
DYNLT3,DYNC1I1
DYNLL2,DYNC1I1
DYNC2LI1,DYNC1I1
DYNC1H1,DYNC1I1
STAT5A,EZH2
MYC,EZH2
PCGF2,EZH2
CDYL,EZH2
H2AC20,EZH2
CHD4,EZH2
BRCA1,EZH2
ESR1,EZH2
RBBP7,EZH2
SUV39H1,EZH2
RBBP4,EZH2
ARID1A,EZH2
RNF2,EZH2
ATRX,EZH2
ZBTB16,EZH2
RING1,EZH2
WDR5,EZH2
AR,EZH2
SMARCA4,EZH2
EED,EZH2
H2AC13,EZH2
PHF19,EZH2
H3C12,EZH2
JUN,EZH2
H3C13,EZH2
RELA,EZH2
POU3F3,EZH2
H2BC11,EZH2
H2AC6,EZH2
DNMT1,EZH2
BAP1,EZH2
PCGF5,EZH2
CBX6,EZH2
UBAP2L,EZH2
H3-4,EZH2
HDAC1,EZH2
H2BC12,EZH2
H3-7,EZH2
DOT1L,EZH2
ASH2L,EZH2
KDM2B,EZH2
FOXP3,EZH2
EHMT2,EZH2
EPOP,EZH2
TET2,EZH2
PCGF3,EZH2
PCGF6,EZH2
KDM6A,EZH2
TMC6,EZH2
H3C15,EZH2
AGO1,EZH2
KDM1A,EZH2
CDK1,EZH2
CD244,EZH2
PHC3,EZH2
PHF1,EZH2
BMI1,EZH2
AKT1,EZH2
DNMT3B,EZH2
MTF2,EZH2
H3C14,EZH2
BMAL1,EZH2
H2AC18,EZH2
CTCF,EZH2
HDAC2,EZH2
USP7,EZH2
VAV1,EZH2
ASXL1,EZH2
AEBP2,EZH2
E2F6,EZH2
ASXL2,EZH2
H2BC21,EZH2
JARID2,EZH2
COMMD3-BMI1,EZH2
LCOR,EZH2
H3-5,EZH2
E2F1,EZH2
PHC1,EZH2
H3C1,EZH2
CTNNB1,EZH2
EZH1,EZH2
GPI,PKM
ENTPD6,PKM
ENPP1,PKM
TKT,PKM
H6PD,PKM
PGAM1,PKM
PFKM,PKM
HDDC3,PKM
ITPA,PKM
ME1,PKM
ME2,PKM
ENO2,PKM
TALDO1,PKM
ENTPD2,PKM
ENTPD1,PKM
AK6,PKM
ALDOA,PKM
NME6,PKM
PTBP1,PKM
KDM8,PKM
NME1-NME2,PKM
PGK1,PKM
LDHC,PKM
ENO4,PKM
ALDOC,PKM
CTNNB1,PKM
NPR1,PKM
ENO1,PKM
PRKACG,PKM
ALDOB,PKM
AK2,PKM
NUDT2,PKM
GUK1,PKM
ENTPD8,PKM
ME3,PKM
AK3,PKM
AK9,PKM
PKLR,PKM
RRM2,PKM
GAPDH,PKM
PGAM4,PKM
ENTPD5,PKM
AK5,PKM
GUCY1B1,PKM
NME2,PKM
GLYCTK,PKM
ENTPD4,PKM
NME1,PKM
ADCY10,PKM
RPL23A,PKM
CD44,PKM
FGFR1,PKM
NME7,PKM
PC,PKM
AK4,PKM
PRKACB,PKM
NTPCR,PKM
ENPP3,PKM
PFKP,PKM
RPL11,PKM
NPR2,PKM
RPL5,PKM
G6PD,PKM
TKTL1,PKM
HIF1A,PKM
ENO3,PKM
RPL23,PKM
DNM1,HCLS1
DNM2,HCLS1
ARPC1B,HCLS1
LCP1,HCLS1
AKT1,HCLS1
CRKL,HCLS1
SRCIN1,HCLS1
ACTG1,HCLS1
GSN,HCLS1
WASF2,HCLS1
TJP1,HCLS1
LYN,HCLS1
ACTR2,HCLS1
PRKD1,HCLS1
ACTB,HCLS1
WIPF1,HCLS1
DLG4,HCLS1
CFL1,HCLS1
HDAC6,HCLS1
DNM3,HCLS1
SHANK2,HCLS1
ARPC4,HCLS1
HAX1,HCLS1
KCNA2,HCLS1
WAS,HCLS1
CD2AP,HCLS1
ARPC5L,HCLS1
PTK2,HCLS1
TLN2,HCLS1
NCK1,HCLS1
GNA13,HCLS1
SH3PXD2A,HCLS1
SRC,HCLS1
GNG2,GHRHR
GNAS,GHRHR
GHRH,GHRHR
GNB1,GHRHR
POU1F1,GHRHR
MRPS22,MRPS23
MRPS18A,MRPS23
MRPL36,MRPS23
MRPL18,MRPS23
MTIF3,MRPS23
MRPS6,MRPS23
MRPL50,MRPS23
MRPL21,MRPS23
MRPS33,MRPS23
MRPL12,MRPS23
MRPL14,MRPS23
MRPS27,MRPS23
MRPL55,MRPS23
MRPL35,MRPS23
MRPS30,MRPS23
MRPS12,MRPS23
TUFM,MRPS23
GADD45GIP1,MRPS23
MRPL54,MRPS23
MRPS26,MRPS23
MRPL37,MRPS23
MRPS16,MRPS23
MRPL45,MRPS23
DAP3,MRPS23
MRPL20,MRPS23
METTL17,MRPS23
MRPS21,MRPS23
MRRF,MRPS23
MRPS2,MRPS23
MRPL28,MRPS23
MRPL24,MRPS23
MRPL30,MRPS23
MRPL22,MRPS23
AURKAIP1,MRPS23
MRPL40,MRPS23
MRPL41,MRPS23
MRPL9,MRPS23
MRPL52,MRPS23
MRPL23,MRPS23
CHCHD1,MRPS23
MRPS15,MRPS23
MRPS14,MRPS23
MRPL47,MRPS23
MRPL42,MRPS23
MRPL43,MRPS23
CIDEC,CIDEA
DFFB,CIDEA
ARSK,ARSJ
TIMM8A,TIMM22
TIMM9,TIMM22
AGK,TIMM22
TIMM23,TIMM22
TIMM50,TIMM22
TIMM17A,TIMM22
RACK1,SLC9A9
MOSPD2,OSBPL1A
VAPA,OSBPL1A
TUBA8,TUBB3
MAPT,TUBB3
TUBAL3,TUBB3
TUBA1A,TUBB3
KIF21A,TUBB3
TUBA1C,TUBB3
SVBP,TUBB3
ARHGEF2,TUBB3
TUBA3D,TUBB3
TUBA1B,TUBB3
LRRC47,FARSA
YARS1,FARSA
EPRS1,FARSA
VARS1,FARSA
GAL3ST1,NEU4
PLB1,PLAAT3
PLD4,PLAAT3
PNPLA7,PLAAT3
PLD1,PLAAT3
PNPLA6,PLAAT3
LYPLA2,PLAAT3
CEPT1,PLAAT3
PLD3,PLAAT3
MBOAT1,PLAAT3
PISD,PLAAT3
PTDSS1,PLAAT3
ELOC,ELL3
ZC3H8,ELL3
ELOA,ELL3
NELFB,ELL3
SKIC8,ELL3
CDC73,ELL3
CDK9,ELL3
SUPT5H,ELL3
AFF1,ELL3
CTR9,ELL3
RTF1,ELL3
ELP4,ELL3
PEX2,ELL3
MLLT3,ELL3
NELFE,ELL3
TCEA2,ELL3
NELFA,ELL3
EAF1,ELL3
NELFCD,ELL3
ERCC6,ELL3
CLUAP1,IFT22
IFT140,IFT22
IFT74,IFT22
WDR19,IFT22
IFT56,IFT22
TRAF3IP1,IFT22
IFT52,IFT22
IFT70B,IFT22
IFT27,IFT22
IFT20,IFT22
IFT88,IFT22
IFT70A,IFT22
ARL13B,IFT22
P2RY11,P2RY13
PPAN-P2RY11,P2RY13
SLC3A2,SLC7A8
CYP2A13,UGT2B17
CYP2C8,UGT2B17
AKR1C2,UGT2B17
AKR1C4,UGT2B17
SLC35A2,UGT2B17
AKR1C3,UGT2B17
CYP2E1,UGT2B17
HSD17B3,UGT2B17
CYP1B1,UGT2B17
CYP2B6,UGT2B17
CYP1A2,UGT2B17
AKR1C1,UGT2B17
CYP2D6,UGT2B17
AOX1,UGT2B17
CYP1A1,UGT2B17
CYP19A1,UGT2B17
CYP3A4,UGT2B17
STAM,VPS37D
SNF8,VPS37D
MVB12B,VPS37D
VPS36,VPS37D
UBAP1,VPS37D
CHMP2A,VPS37D
HGS,VPS37D
CHMP7,VPS37D
VPS28,VPS37D
MVB12A,VPS37D
CHMP1B,VPS37D
ACTL7B,CTNNAL1
ACTL7A,CTNNAL1
AKAP13,CTNNAL1
DMD,CTNNAL1
SMARCD2,ARID1A
ARID1B,ARID1A
ACTB,ARID1A
ACTL6A,ARID1A
SS18L1,ARID1A
SMARCD1,ARID1A
SMARCA4,ARID1A
PPP2R1A,ARID1A
SS18,ARID1A
BRD9,ARID1A
H3-3A,ARID1A
SMARCE1,ARID1A
BICRA,ARID1A
BCL11B,ARID1A
ARID2,ARID1A
SMARCB1,ARID1A
BCL7C,ARID1A
